Faction,Section,Unit,Composition,Points
ASTRA MILITARUM,Regular,‘Iron Hand’ Straken,1 model,55
ASTRA MILITARUM,Regular,Macharius,1 model,310
ASTRA MILITARUM,Regular,Macharius Omega,1 model,310
ASTRA MILITARUM,Regular,Macharius Vanquisher,1 model,285
ASTRA MILITARUM,Regular,Macharius Vulcan,1 model,310
ASTRA MILITARUM,Regular,Malcador,1 model,250
ASTRA MILITARUM,Regular,Malcador Annihilator,1 model,270
ASTRA MILITARUM,Regular,Malcador Defender,1 model,310
ASTRA MILITARUM,Regular,Malcador Infernus,1 model,235
ASTRA MILITARUM,Regular,Manticore Platform,1 model,95
ASTRA MILITARUM,Regular,Marauder Bomber,1 model,345
ASTRA MILITARUM,Regular,Marauder Destroyer,1 model,375
ASTRA MILITARUM,Regular,Medusa Carriage Battery,1 model,125
ASTRA MILITARUM,Regular,Minotaur,1 model,225
ASTRA MILITARUM,Regular,Mukaali Riders,3 models,110
ASTRA MILITARUM,Regular,Munitorum Servitors,4 models,35
ASTRA MILITARUM,Regular,Praetor,1 model,275
ASTRA MILITARUM,Regular,Provisionally Prepared,1 model,40
ASTRA MILITARUM,Regular,Quartermaster Cadre Squad,5 models,45
ASTRA MILITARUM,Regular,Rapier Laser Destroyer Battery,1 model,35
ASTRA MILITARUM,Regular,Rapier Laser Destroyer Battery,2 models,70
ASTRA MILITARUM,Regular,Rapier Laser Destroyer Battery,3 models,105
ASTRA MILITARUM,Regular,Regimental Attachés,3 models,40
ASTRA MILITARUM,Regular,Rein and Raus,2 models,50
ASTRA MILITARUM,Regular,Sabre Weapons Battery,1 model,45
ASTRA MILITARUM,Regular,Sabre Weapons Battery,2 models,90
ASTRA MILITARUM,Regular,Salamander Command Vehicle,1 model,80
ASTRA MILITARUM,Regular,Salamander Scout Vehicle,1 model,95
ASTRA MILITARUM,Regular,Sentinel Powerlifter,1 model,55
ASTRA MILITARUM,Regular,Sergeant Harker,1 model,40
ASTRA MILITARUM,Regular,Stormblade,1 model,415
ASTRA MILITARUM,Regular,Storm Chimera,1 model,90
ASTRA MILITARUM,Regular,Stygies Destroyer Tank Hunter,1 model,180
ASTRA MILITARUM,Regular,Tarantula Battery,1 model,40
ASTRA MILITARUM,Regular,Tarantula Battery,2 models,80
ASTRA MILITARUM,Regular,Tarantula Battery,3 models,120
ASTRA MILITARUM,Regular,Tauros Assault Vehicle,1 model,50
ASTRA MILITARUM,Regular,Tauros Venator,1 model,50
ASTRA MILITARUM,Regular,Trojan Support Vehicle,1 model,80
ASTRA MILITARUM,Regular,Valdor,1 model,285
ASTRA MILITARUM,Regular,Valkyrie Sky Talon,1 model,185
ASTRA MILITARUM,Regular,Vendetta Gunship,1 model,255
ASTRA MILITARUM,Regular,Voss-pattern Lightning,1 model,130
ASTRA MILITARUM,Regular,Vulture Gunship,1 model,225
CHAOS DAEMONS,Regular,Aetaos’rau’keres,1 model,315
CHAOS DAEMONS,Regular,An’ggrath the Unbound,1 model,415
CHAOS DAEMONS,Regular,Exalted Seeker Chariot,1 model,115
CHAOS DAEMONS,Regular,Furies,5 models,40
CHAOS DAEMONS,Regular,Furies,10 models,80
CHAOS DAEMONS,Regular,Giant Chaos Spawn,1 model,130
CHAOS DAEMONS,Regular,Hellflayer,1 model,105
CHAOS DAEMONS,Regular,Hellflayer,2 models,210
CHAOS DAEMONS,Regular,Herald of Slaanesh on Steed ofSlaanesh,1 model,70
CHAOS DAEMONS,Regular,Karanak,1 model,65
CHAOS DAEMONS,Regular,Plague Toads,3 models,120
CHAOS DAEMONS,Regular,Pox Riders,3 models,160
CHAOS DAEMONS,Regular,Scabeiathrax the Bloated,1 model,275
CHAOS DAEMONS,Regular,Seeker Chariot,1 model,65
CHAOS DAEMONS,Regular,Seeker Chariot,2 models,130
CHAOS DAEMONS,Regular,Spined Chaos Beast,1 model,145
CHAOS DAEMONS,Regular,Tormentbringer on Exalted Seeker Chariot,1 model,140
CHAOS DAEMONS,Regular,Zarakynel,1 model,320
CHAOS SPACE MARINES,Regular,Blood Slaughterer,1 model,160
CHAOS SPACE MARINES,Regular,Chaos Deimos Predator,1 model,115
CHAOS SPACE MARINES,Regular,Chaos Lord on Bike,1 model,95
CHAOS SPACE MARINES,Regular,Chaos Lord on Disc of Tzeentch,1 model,100
CHAOS SPACE MARINES,Regular,Chaos Lord on Juggernaut,1 model,115
CHAOS SPACE MARINES,Regular,Chaos Lord on Palanquin of Nurgle,1 model,90
CHAOS SPACE MARINES,Regular,Chaos Lord on Steed of Slaanesh,1 model,100
CHAOS SPACE MARINES,Regular,Chaos Thunderhawk,1 model,840
CHAOS SPACE MARINES,Regular,Cultist Mob with Firearms,10 models,50
CHAOS SPACE MARINES,Regular,Cultist Mob with Firearms,20 models,100
CHAOS SPACE MARINES,Regular,Decimator,1 model,165
CHAOS SPACE MARINES,Regular,Dreadclaw Drop Pod,1 model,115
CHAOS SPACE MARINES,Regular,Exalted Champion,1 model,70
CHAOS SPACE MARINES,Regular,Gellerpox Infected,7 models,125
CHAOS SPACE MARINES,Regular,Greater Blight Drone,1 model,150
CHAOS SPACE MARINES,Regular,Greater Brass Scorpion,1 model,500
CHAOS SPACE MARINES,Regular,Hell Blade,1 model,115
CHAOS SPACE MARINES,Regular,Hell Talon,1 model,140
CHAOS SPACE MARINES,Regular,Kharybdis Assault Claw,1 model,300
CHAOS SPACE MARINES,Regular,Kytan Ravager,1 model,400
CHAOS SPACE MARINES,Regular,Mutilators,3 models,185
CHAOS SPACE MARINES,Regular,Mutoid Vermin,16 models,85
CHAOS SPACE MARINES,Regular,Negavolt Cultists,4 models,55
CHAOS SPACE MARINES,Regular,Renegade Enforcer,1 model,65
CHAOS SPACE MARINES,Regular,Renegade Heavy Weapons Squad,3 models,75
CHAOS SPACE MARINES,Regular,Renegade Ogryn Beast Handler,4 models,40
CHAOS SPACE MARINES,Regular,Renegade Ogryn Beast Handler,7 models,70
CHAOS SPACE MARINES,Regular,Renegade Ogryn Brutes,3 models,95
CHAOS SPACE MARINES,Regular,Renegade Plague Ogryns,3 models,95
CHAOS SPACE MARINES,Regular,Rogue Psyker,1 model,60
CHAOS SPACE MARINES,Regular,Sorcerer on Bike,1 model,75
CHAOS SPACE MARINES,Regular,Sorcerer on Disc of Tzeentch,1 model,80
CHAOS SPACE MARINES,Regular,Sorcerer on Palanquin of Nurgle,1 model,80
CHAOS SPACE MARINES,Regular,Sorcerer on Steed of Slaanesh,1 model,85
DEATH GUARD,Regular,Death Guard Chaos Lord,1 model,65
DEATH GUARD,Regular,Death Guard Chaos Lord in Terminator Armour,1 model,85
DEATH GUARD,Regular,Death Guard Cultists,10 models,50
DEATH GUARD,Regular,Death Guard Cultists,20 models,100
DEATH GUARD,Regular,Death Guard Possessed,5 models,155
DEATH GUARD,Regular,Death Guard Possessed,10 models,310
DEATH GUARD,Regular,Death Guard Sorcerer in TerminatorArmour,1 model,70
DRUKHARI,Regular,Beastmaster,7 models,135
DRUKHARI,Regular,Court of the Archon,4 models,95
DRUKHARI,Regular,Grotesques,3 models,80
DRUKHARI,Regular,Grotesques,6 models,170
DRUKHARI,Regular,Raven Strike Fighter,1 model,170
DRUKHARI,Regular,Reaper,1 model,115
DRUKHARI,Regular,Tantalus,1 model,230
DRUKHARI,Regular,Urien Rakarth,1 model,80
GENESTEALER CULTS,Regular,Tectonic Fragdrill,1 model,125
GREY KNIGHTS,Regular,Brother-Captain Stern,1 model,90
GREY KNIGHTS,Regular,Grey Knights Dreadnought,1 model,160
GREY KNIGHTS,Regular,Grey Knights Relic Razorback,1 model,95
GREY KNIGHTS,Regular,Kaldor Draigo,1 model,125
IMPERIAL AGENTS,Regular,Damned Legionnaires,5 models,90
IMPERIAL AGENTS,Regular,Damned Legionnaires,10 models,180
IMPERIAL AGENTS,Regular,Daemonhost,1 model,40
IMPERIAL AGENTS,Regular,Daemonhost,2 models,80
IMPERIAL AGENTS,Regular,Deathwatch Terminator Squad,5 models,210
IMPERIAL AGENTS,Regular,Deathwatch Terminator Squad,10 models,420
IMPERIAL AGENTS,Regular,Fortis Kill Team,5 models,100
IMPERIAL AGENTS,Regular,Fortis Kill Team,10 models,200
IMPERIAL AGENTS,Regular,Indomitor Kill Team,5 models,120
IMPERIAL AGENTS,Regular,Indomitor Kill Team,10 models,240
IMPERIAL AGENTS,Regular,Inquisitor Eisenhorn,1 model,65
IMPERIAL AGENTS,Regular,Inquisitor in Terminator Armour,1 model,70
IMPERIAL AGENTS,Regular,Inquisitor Karamazov,1 model,140
IMPERIAL AGENTS,Regular,Inquisitor Ostromandeus,2 models,65
IMPERIAL AGENTS,Regular,Janus Draik,1 model,40
IMPERIAL AGENTS,Regular,Jokaero Weaponsmith,1 model,30
IMPERIAL AGENTS,Regular,Kill Team Cassius,11 models,220
IMPERIAL AGENTS,Regular,Neyam Shai Murad,1 model,40
IMPERIAL AGENTS,Regular,Proteus Kill Team,5 models,160
IMPERIAL AGENTS,Regular,Proteus Kill Team,10 models,320
IMPERIAL AGENTS,Regular,Spectrus Kill Team,5 models,90
IMPERIAL AGENTS,Regular,Spectrus Kill Team,10 models,180
IMPERIAL AGENTS,Regular,UR-025,1 model,55
IMPERIAL AGENTS,Regular,Veteran Bike Squad,3 models,70
IMPERIAL AGENTS,Regular,Veteran Bike Squad,6 models,140
NECRONS,Regular,Anrakyr the Traveller,1 model,95
NECRONS,Regular,Canoptek Acanthrites,3 models,85
NECRONS,Regular,Canoptek Acanthrites,6 models,170
NECRONS,Regular,Canoptek Tomb Sentinel,1 model,115
NECRONS,Regular,Canoptek Tomb Stalker,1 model,130
NECRONS,Regular,Gauss Pylon,1 model,210
NECRONS,Regular,Lord,1 model,65
NECRONS,Regular,Nemesor Zahndrekh,1 model,85
NECRONS,Regular,Night Shroud,1 model,140
NECRONS,Regular,Sentry Pylons,1 model,120
NECRONS,Regular,Tesseract Ark,1 model,130
NECRONS,Regular,Vargard Obyron,1 model,85
ORKS,Regular,Attack Fighta,1 model,100
ORKS,Regular,Big Gunz,1 model,20
ORKS,Regular,Big Gunz,2 models,40
ORKS,Regular,Big Mek on Warbike,1 model,105
ORKS,Regular,Big Mek with Kustom Force Field,1 model,55
ORKS,Regular,Big Trakk,1 model,90
ORKS,Regular,Boss Zagstruk,1 model,90
ORKS,Regular,Chinork Warkopta,1 model,105
ORKS,Regular,Da Red Gobbo,1 model,40
ORKS,Regular,DeffRolla Battle Fortress,1 model,250
ORKS,Regular,Deffkoptas with Big Shootas,3 models,130
ORKS,Regular,Fighta-Bommer,1 model,100
ORKS,Regular,Grot Bomm Launcha,1 model,50
ORKS,Regular,Grot Mega-tank,1 model,110
ORKS,Regular,Grot Tanks,4 models,155
ORKS,Regular,Grot Tanks,8 models,310
ORKS,Regular,Kannonwagon,1 model,115
ORKS,Regular,Kaptin Badrukk,1 model,80
ORKS,Regular,Kill Krusha,1 model,230
ORKS,Regular,Kill Tank,1 model,295
ORKS,Regular,Lifta Wagon,1 model,135
ORKS,Regular,Mad Dok Grotsnik,1 model,65
ORKS,Regular,Mega Dread,1 model,225
ORKS,Regular,Meka-dread,1 model,210
ORKS,Regular,Mekboy Workshop,1 model,80
ORKS,Regular,Nob with Waaagh! Banner,1 model,70
ORKS,Regular,Nobz on Warbikes,3 models,125
ORKS,Regular,Painboy on Warbike,1 model,85
ORKS,Regular,Skorchas,1 model,45
ORKS,Regular,Skorchas,2 models,90
ORKS,Regular,Squiggoth,1 model,150
ORKS,Regular,Ufthak Blackhawk,1 model,70
ORKS,Regular,Warboss on Warbike,1 model,75
ORKS,Regular,Warbuggies,1 model,40
ORKS,Regular,Warbuggies,2 models,80
ORKS,Regular,Wartrakks,1 model,50
ORKS,Regular,Wartrakks,2 models,100
SPACE MARINES,Regular,Ancient on Bike,1 model,90
SPACE MARINES,Regular,Apothecary on Bike,1 model,65
SPACE MARINES,Regular,Assault Squad,5 models,95
SPACE MARINES,Regular,Assault Squad,10 models,190
SPACE MARINES,Regular,Assault Squad with Jump Packs,5 models,115
SPACE MARINES,Regular,Assault Squad with Jump Packs,10 models,230
SPACE MARINES,Regular,Astartes Servitors,4 models,55
SPACE MARINES,Regular,Attack Bike Squad,1 model,55
SPACE MARINES,Regular,Attack Bike Squad,2 models,110
SPACE MARINES,Regular,Attack Bike Squad,3 models,165
SPACE MARINES,Regular,Bike Squad,3 models,80
SPACE MARINES,Regular,Bike Squad,6 models,160
SPACE MARINES,Regular,Caestus Assault Ram,1 model,215
SPACE MARINES,Regular,Captain on Bike,1 model,95
SPACE MARINES,Regular,Carab Culln the Risen,1 model,250
SPACE MARINES,Regular,Cerberus,1 model,270
SPACE MARINES,Regular,Chaplain Cassius,1 model,80
SPACE MARINES,Regular,Chaplain Venerable Dreadnought,1 model,150
SPACE MARINES,Regular,Command Squad,5 models,165
SPACE MARINES,Regular,Company Champion on Bike,1 model,60
SPACE MARINES,Regular,Company Veterans on Bikes,2 models,110
SPACE MARINES,Regular,Company Veterans on Bikes,5 models,275
SPACE MARINES,Regular,Deathstorm Drop Pod,1 model,95
SPACE MARINES,Regular,Deimos Predator,1 model,115
SPACE MARINES,Regular,Deredeo Dreadnought,1 model,160
SPACE MARINES,Regular,Dreadnought Drop Pod,1 model,75
SPACE MARINES,Regular,Falchion,1 model,420
SPACE MARINES,Regular,Fellblade,1 model,480
SPACE MARINES,Regular,Fire Raptor Gunship,1 model,290
SPACE MARINES,Regular,Hunter,1 model,100
SPACE MARINES,Regular,Imperial Space Marine,1 model,40
SPACE MARINES,Regular,Ironclad Dreadnought,1 model,150
SPACE MARINES,Regular,Javelin Attack Speeder,1 model,110
SPACE MARINES,Regular,Kratos,1 model,240
SPACE MARINES,Regular,Land Raider Achilles,1 model,230
SPACE MARINES,Regular,Land Raider Excelsior,1 model,250
SPACE MARINES,Regular,Land Raider Helios,1 model,220
SPACE MARINES,Regular,Land Raider Prometheus,1 model,250
SPACE MARINES,Regular,Land Raider Proteus,1 model,220
SPACE MARINES,Regular,Land Speeder,1 model,80
SPACE MARINES,Regular,Land Speeder Storm,1 model,70
SPACE MARINES,Regular,Land Speeder Tempest,1 model,95
SPACE MARINES,Regular,Land Speeder Tornado,1 model,95
SPACE MARINES,Regular,Land Speeder Typhoon,1 model,100
SPACE MARINES,Regular,Leviathan Dreadnought,1 model,160
SPACE MARINES,Regular,Librarian on Bike,1 model,80
SPACE MARINES,Regular,Librarian with Jump Pack,1 model,75
SPACE MARINES,Regular,Mastodon,1 model,540
SPACE MARINES,Regular,Mortis Dreadnought,1 model,130
SPACE MARINES,Regular,Primaris Company Champion,1 model,55
SPACE MARINES,Regular,Rapier Carrier,1 model,90
SPACE MARINES,Regular,Relic Contemptor Dreadnought,1 model,140
SPACE MARINES,Regular,Relic Razorback,1 model,105
SPACE MARINES,Regular,Relic Terminator Squad,5 models,200
SPACE MARINES,Regular,Relic Terminator Squad,10 models,400
SPACE MARINES,Regular,Rhino Primaris,1 model,95
SPACE MARINES,Regular,Scout Bike Squad,3 models,75
SPACE MARINES,Regular,Scout Bike Squad,6 models,150
SPACE MARINES,Regular,Scout Sniper Squad,5 models,75
SPACE MARINES,Regular,Scout Sniper Squad,10 models,150
SPACE MARINES,Regular,Sergeant Chronus,1 model,75
SPACE MARINES,Regular,Sergeant Telion,1 model,70
SPACE MARINES,Regular,Sicaran Arcus,1 model,160
SPACE MARINES,Regular,Sicaran Battle Tank,1 model,160
SPACE MARINES,Regular,Sicaran Omega,1 model,180
SPACE MARINES,Regular,Sicaran Punisher,1 model,160
SPACE MARINES,Regular,Sicaran Venator,1 model,180
SPACE MARINES,Regular,Sokar-pattern Stormbird,1 model,900
SPACE MARINES,Regular,Spartan,1 model,300
SPACE MARINES,Regular,Stalker,1 model,140
SPACE MARINES,Regular,Storm Eagle Gunship,1 model,250
SPACE MARINES,Regular,Tarantula Air Defence Battery,1 model,70
SPACE MARINES,Regular,Tarantula Sentry Battery,1 model,30
SPACE MARINES,Regular,Tarantula Sentry Battery,2 models,60
SPACE MARINES,Regular,Tarantula Sentry Battery,3 models,90
SPACE MARINES,Regular,Techmarine on Bike,1 model,110
SPACE MARINES,Regular,Terminus Ultra,1 model,285
SPACE MARINES,Regular,Terrax-pattern Termite,1 model,200
SPACE MARINES,Regular,Thunderfire Cannon,2 models,90
SPACE MARINES,Regular,Thunderhawk Transporter,1 model,495
SPACE MARINES,Regular,Typhon,1 model,320
SPACE MARINES,Regular,Tyrannic War Veterans,5 models,85
SPACE MARINES,Regular,Vanguard Veteran Squad,5 models,120
SPACE MARINES,Regular,Vanguard Veteran Squad,10 models,240
SPACE MARINES,Regular,Venerable Dreadnought,1 model,165
SPACE MARINES,Regular,Vindicator Laser Destroyer,1 model,175
SPACE MARINES,Regular,Whirlwind Scorpius,1 model,115
SPACE MARINES,Regular,Xiphon Interceptor,1 model,115
BLOOD ANGELS,Regular,Brother Corbulo,1 model,75
BLOOD ANGELS,Regular,Captain Tycho,1 model,75
BLOOD ANGELS,Regular,Death Company Dreadnought with Magna-grapple,1 model,145
BLOOD ANGELS,Regular,Death Company Marines with Boltguns,5 models,125
BLOOD ANGELS,Regular,Death Company Marines with Boltguns,10 models,250
BLOOD ANGELS,Regular,Death Company Marines with Boltguns and Jump Packs,5 models,140
BLOOD ANGELS,Regular,Death Company Marines with Boltguns and Jump Packs,10 models,280
BLOOD ANGELS,Regular,Furioso Dreadnought,1 model,150
BLOOD ANGELS,Regular,Gabriel Seth,1 model,90
BLOOD ANGELS,Regular,Librarian Dreadnought,1 model,170
BLOOD ANGELS,Regular,Sanguinary Priest on Bike,1 model,135
BLOOD ANGELS,Regular,Sanguinary Priest with Jump Pack,1 model,100
BLOOD ANGELS,Regular,Tycho the Lost,1 model,90
BLACK TEMPLARS,Regular,Crusader Squad,1 Sword Brother and 4 Initiates,85
BLACK TEMPLARS,Regular,Crusader Squad,1 Sword Brother and 9 Initiates,150
BLACK TEMPLARS,Regular,Crusader Squad,"1 Sword Brother, 4 Initiates and 5 Neophytes",135
BLACK TEMPLARS,Regular,Crusader Squad,"1 Sword Brother, 9 Initiates and 10 Neophytes",290
DARK ANGELS,Regular,Deathwing Command Squad,5 models,200
DARK ANGELS,Regular,Deathwing Command Squad,10 models,400
DARK ANGELS,Regular,Deathwing Strikemaster,1 model,80
DARK ANGELS,Regular,Ravenwing Talonmaster,1 model,105
SPACE WOLVES,Regular,Canis Wolfborn,1 model,75
SPACE WOLVES,Regular,Cyberwolf,1 model,20
SPACE WOLVES,Regular,Harald Deathwolf,1 model,85
SPACE WOLVES,Regular,Krom Dragongaze,1 model,65
SPACE WOLVES,Regular,Iron Priest on Thunderwolf,1 model,95
SPACE WOLVES,Regular,Logan Grimnar on Stormrider,1 model,180
SPACE WOLVES,Regular,Lukas the Trickster,1 model,50
SPACE WOLVES,Regular,Skyclaws,5 models,90
SPACE WOLVES,Regular,Skyclaws,10 models,165
SPACE WOLVES,Regular,Skyclaws,15 models,240
SPACE WOLVES,Regular,Stormfang Gunship,1 model,300
SPACE WOLVES,Regular,Stormwolf,1 model,250
SPACE WOLVES,Regular,Wolf Guard,5 models,85
SPACE WOLVES,Regular,Wolf Guard,10 models,170
SPACE WOLVES,Regular,Wolf Guard Battle Leader in Terminator Armour,1 model,75
SPACE WOLVES,Regular,Wolf Guard Battle Leader on Thunderwolf,1 model,80
SPACE WOLVES,Regular,Wolf Guard Pack Leader,1 model,30
SPACE WOLVES,Regular,Wolf Guard Pack Leader in Terminator Armour,1 model,40
SPACE WOLVES,Regular,Wolf Guard Pack Leader with Jump Pack,1 model,35
SPACE WOLVES,Regular,Wolf Lord on Thunderwolf,1 model,100
ULTRAMARINES,Regular,Ferren Aerios,1 model,80
ULTRAMARINES,Regular,Ultramarines Honour Guard,4 models,155
T'AU EMPIRE,Regular,Aun’Shi,1 model,50
T'AU EMPIRE,Regular,Aun’Va,3 models,65
T'AU EMPIRE,Regular,Barracuda,1 model,220
T'AU EMPIRE,Regular,Commander in Crisis Battlesuit,1 model,80
T'AU EMPIRE,Regular,Crisis Battlesuits,3 models,200
T'AU EMPIRE,Regular,Crisis Battlesuits,6 models,400
T'AU EMPIRE,Regular,Drone Sentry Turret,1 model,50
T'AU EMPIRE,Regular,Great Knarloc,1 model,100
T'AU EMPIRE,Regular,Heavy Gun Drones,2 models,45
T'AU EMPIRE,Regular,Knarloc Riders,3 models,110
T'AU EMPIRE,Regular,Longstrike,1 model,140
T'AU EMPIRE,Regular,Orca Dropship,1 model,275
T'AU EMPIRE,Regular,Remora Stealth Drones,2 models,160
T'AU EMPIRE,Regular,Remote Sensor Tower,1 model,50
T'AU EMPIRE,Regular,R’varna Battlesuit,1 model,200
T'AU EMPIRE,Regular,Shas’o R’alai,1 model,80
T'AU EMPIRE,Regular,Tetras,2 models,80
T'AU EMPIRE,Regular,Tetras,4 models,160
T'AU EMPIRE,Regular,TX42 Piranha,1 model,60
T'AU EMPIRE,Regular,XV9 Hazard Battlesuits,1 model,55
T'AU EMPIRE,Regular,XV9 Hazard Battlesuits,2 models,110
T'AU EMPIRE,Regular,Y’vahra Battlesuit,1 model,210
TYRANIDS,Regular,Barbed Hierodule,1 model,340
TYRANIDS,Regular,Dimachaeron,1 model,200
TYRANIDS,Regular,Malanthrope,1 model,75
TYRANIDS,Regular,Scythed Hierodule,1 model,330
TYRANIDS,Regular,Sky-slasher Swarms,3 models,60
UNALIGNED FORCES,Regular,Aegis Defence Line with Weapon Emplacement,1 model,145
UNALIGNED FORCES,Regular,Ambull,1 model,85
UNALIGNED FORCES,Regular,Bastion,1 model,275
UNALIGNED FORCES,Regular,Firestorm Redoubt,1 model,260
UNALIGNED FORCES,Regular,Fortress of Redemption,1 model,480
UNALIGNED FORCES,Regular,Guardian Drone,1 model,45
UNALIGNED FORCES,Regular,Macro-cannon Aquila Strongpoint,1 model,550
UNALIGNED FORCES,Regular,Plasma Obliterator,1 model,225
UNALIGNED FORCES,Regular,Primaris Redoubt,1 model,220
UNALIGNED FORCES,Regular,Skyshield Landing Pad,1 model,125
UNALIGNED FORCES,Regular,Spindle Drones,4 models,35
UNALIGNED FORCES,Regular,The Archivist,1 model,70
UNALIGNED FORCES,Regular,Vengeance Weapon Battery,1 model,140
UNALIGNED FORCES,Regular,Void Shield Generator,1 model,155
UNALIGNED FORCES,Regular,Vortex Missile Strongpoint,1 model,525
UNALIGNED FORCES,Regular,Wall of Martyrs Bunker,1 model,180
UNALIGNED FORCES,Regular,Wall of Martyrs Defence Emplacement,1 model,140
UNALIGNED FORCES,Regular,Wall of Martyrs Defence Line,1 model,140
UNALIGNED FORCES,Regular,Wall of Martyrs Defence Line,2 models,280
